SUPERCOUNTY,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,test,fatality_rate
51000_0,0.10470415191177639,0.11936355166959958,0.11386883454221122,0.11252073307831748,0.1224208532037872,0.1510571763533374,0.13789513215005333,0.09215958632543651,0.04600998076548089,1.0,0.011430607090171137
51000_2,0.08534626458554326,0.1543365156336819,0.2673940496034753,0.1144819922210436,0.10115674092034146,0.10052028085063394,0.09190281355760974,0.05452341263827852,0.03033792998939233,1.0,0.007425990951154216
51000_3,0.11858533553253034,0.128422989765903,0.11530122309939947,0.11741558460627358,0.12040114136366528,0.1441338704072593,0.12779161792704474,0.08348301903414793,0.04446521826377639,1.0,0.01070474228478296
53000_0,0.12238540275923454,0.1063640409434802,0.08010680907877168,0.10369381397418781,0.11570983533600356,0.12550066755674233,0.17534490431686695,0.09968847352024922,0.07120605251446373,1.0,0.014259550511793503
53000_1,0.13578323934813444,0.13547289107866153,0.13745157099132788,0.1254746441269945,0.11267906885453809,0.11959144747271662,0.12047048797652089,0.07494323562395519,0.038133414527150855,1.0,0.009560014260251349
53000_3,0.10801562869997633,0.09097797774094246,0.1454179493251243,0.12240113663272555,0.09191333175467677,0.11967795406109401,0.15758939142789485,0.11434998816007577,0.04965664219748994,1.0,0.012825239856736916
53000_4,0.1827721072212153,0.1687388046254783,0.14302521542815352,0.15431333269738307,0.11992962150359843,0.09526535024961048,0.07812649050844224,0.04022385449457853,0.017605223271540165,1.0,0.0055516504011786285
55000_0,0.10555041332865213,0.12212611577457896,0.11179023969870097,0.10984151302047315,0.11499083265065838,0.15180563091577742,0.14502853049340553,0.0871873437383635,0.05167938037938996,1.0,0.011787475912390639
55000_1,0.08928333998138546,0.10065150910783141,0.07977662544874352,0.08941630102380002,0.10178167796835527,0.15755883526126846,0.20063821300358994,0.12511634091211277,0.055777157292913174,1.0,0.014787809819172984
55000_3,0.11769834158298532,0.12952449601073943,0.1274138636035494,0.1231760664204446,0.11859549812578046,0.1413760000705381,0.1249560514531401,0.07280744970577895,0.04445223302704365,1.0,0.01018143914864914
56000_0,0.1127659574468085,0.1231678486997636,0.083451536643026,0.11867612293144207,0.11004728132387706,0.12671394799054375,0.166193853427896,0.10224586288416075,0.05673758865248227,1.0,0.013076645200945626
