FIPS,County,State,Not_enough_data,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
05003,Ashley County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05005,Baxter County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05007,Benton County,Arkansas,False,-3.87,-4.789,9.034,3.38,4.257,4.626,-0.875,5.1629999999999985,-1.795,0.647,2.029,-2.658,-10.403,-2.63,-7.741,-10.777,-10.321,-9.458,-13.828,-16.761,-20.174,-28.386,-40.717,-32.257,-35.133,-50.53100000000001,-46.82,-39.472,-61.289,-55.088,-52.257,-52.701,-59.041,-55.49,-55.262,-65.16,-59.879,-55.483,-54.728,-65.42399999999999,-68.207,-64.03399999999999,-73.547
05009,Boone County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05011,Bradley County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05015,Carroll County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05017,Chicot County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05019,Clark County,Arkansas,False,-0.907,1.055,2.545,10.658,10.571,10.086,8.623,13.639,3.16,5.087,8.199,8.132,3.364,12.933,14.548,5.266,15.255999999999998,6.56,10.571,8.406,5.175,11.821,9.476,-2.54,5.74,-4.062,-3.359,-2.584,-18.179,-6.314,-5.93,-13.113,-12.193,-18.485,-19.825,-22.725,-15.787,-20.337,-12.293,-17.884,-26.889,-33.618,-35.452
05021,Clay County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05023,Cleburne County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05025,Cleveland County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05027,Columbia County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05029,Conway County,Arkansas,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05031,Craighead County,Arkansas,True,,0.0,4.2860000000000005,14.706,19.118,23.188,7.143,,7.462999999999999,14.286,11.765,14.706,7.247000000000001,1.786,,16.418,22.857,8.824,4.412,2.899,-5.357,,-13.432,-8.571,1.471,-1.471,-13.043,-21.428,-20.454,-11.94,-21.428,-14.705,-10.294,-5.7970000000000015,-5.357,,2.986,-2.857,4.412,7.353,2.899,-16.070999999999998,-9.09
05033,Crawford County,Arkansas,True,,1.753,12.279000000000002,9.09,6.556,15.872,,,5.2620000000000005,21.051,39.999,18.032,25.395,,,7.016,22.806,32.726,22.95,22.221,,,15.788,15.788,27.272,9.835,12.697,,,3.508,8.771,14.544,-0.001,3.174,-11.113,,5.2620000000000005,1.753,10.908,3.278,-17.461,-15.557,
