,index,Cluster,County,R_0 (std),R_8/2 (std),# (\%) infected as predicted,Measured cases,Population,Fatality rate (measured death/cases)
504,856,1,"Saluda County, SC",1.243 (0.034),1.159 (0.024),"1,397 (6.8)",416,"20,544",1.92\%
505,579,1,"Polk County, NC",3.679 (0.104),1.032 (0.056),604 (2.9),137,"20,611",3.65\%
506,150,1,"Washington County, NE",0.970 (0.028),0.939 (0.027),129 (0.6),106,"20,667",0.94\%
507,203,1,"Sullivan County, IN",3.361 (0.085),0.954 (0.022),116 (0.6),75,"20,690",1.33\%
508,321,1,"Dodge County, GA",3.128 (0.064),1.014 (0.014),429 (2.1),189,"20,705",1.59\%
509,67,1,"Jones County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),123,"20,744",0.81\%
510,832,1,"Minidoka County, ID",1.387 (0.401),1.116 (0.039),312 (1.5),428,"20,825",0.47\%
511,1038,1,"Gonzales County, TX",3.777 (0.083),1.235 (0.028),"1,433 (6.9)",617,"20,826",1.13\%
512,190,1,"Owen County, IN",3.361 (0.085),0.954 (0.022),116 (0.6),78,"20,845",1.28\%
513,499,1,"Conway County, AR",3.130 (0.340),1.030 (0.207),463 (2.2),136,"20,891",2.21\%
514,1034,1,"Gaines County, TX",3.777 (0.083),1.235 (0.028),0 (0.0),132,"20,901",0.00\%
515,117,1,"Ogemaw County, MI",2.875 (0.075),0.935 (0.074),220 (1.1),51,"20,952",3.92\%
516,557,1,"Greene County, NC",3.679 (0.104),1.032 (0.056),362 (1.7),308,"21,012",0.97\%
517,477,1,"St. James Parish, LA",3.373 (0.067),1.018 (0.130),"4,263 (20.3)",645,"21,037",4.81\%
518,655,1,"Grenada County, MS",3.376 (0.067),1.058 (0.020),"3,204 (15.2)",812,"21,055",2.46\%
519,253,1,"Monroe County, AL",3.438 (0.069),0.979 (0.238),643 (3.1),388,"21,067",1.03\%
520,363,1,"Meriwether County, GA",3.128 (0.064),1.014 (0.014),715 (3.4),355,"21,068",1.41\%
521,840,1,"Barnwell County, SC",1.243 (0.034),1.159 (0.024),698 (3.3),340,"21,112",1.18\%
522,728,1,"Allen County, KY",3.302 (0.115),1.076 (0.034),"1,118 (5.3)",217,"21,122",3.69\%
523,1057,1,"Hutchinson County, TX",3.777 (0.083),1.235 (0.028),409 (1.9),114,"21,198",1.75\%
524,42,1,"Buchanan County, IA",1.193 (0.333),0.914 (0.032),52 (0.2),110,"21,199",0.91\%
525,1012,1,"Colorado County, TX",3.777 (0.083),1.235 (0.028),409 (1.9),242,"21,217",0.83\%
526,1069,1,"Lampasas County, TX",3.777 (0.083),1.235 (0.028),204 (1.0),84,"21,229",1.19\%
527,146,1,"Saunders County, NE",0.970 (0.028),0.939 (0.027),258 (1.2),138,"21,303",1.45\%
528,707,1,"Fayette County, IL",3.133 (0.391),1.060 (0.041),380 (1.8),55,"21,416",5.45\%
529,673,1,"Newton County, MS",3.376 (0.067),1.058 (0.020),"1,762 (8.2)",516,"21,443",2.13\%
530,1086,1,"Moore County, TX",3.777 (0.083),1.235 (0.028),"2,457 (11.4)","1,013","21,485",1.18\%
531,136,1,"Gage County, NE",0.970 (0.028),0.939 (0.027),517 (2.4),82,"21,493",4.88\%
532,1130,1,"Willacy County, TX",3.777 (0.083),1.235 (0.028),"3,685 (17.1)",586,"21,515",3.07\%
533,13,1,"Logan County, CO",2.912 (0.092),0.810 (0.238),526 (2.4),648,"21,528",0.77\%
534,358,1,"McDuffie County, GA",3.128 (0.064),1.014 (0.014),"1,287 (6.0)",293,"21,531",3.07\%
535,629,1,"Scott County, VA",0.929 (0.040),1.044 (0.028),367 (1.7),54,"21,534",5.56\%
536,536,1,"Yell County, AR",3.130 (0.340),1.030 (0.207),"2,165 (10.1)","1,022","21,535",1.37\%
537,1003,1,"Calhoun County, TX",3.777 (0.083),1.235 (0.028),614 (2.8),453,"21,561",0.66\%
538,975,1,"Morgan County, TN",3.637 (0.079),1.226 (0.025),182 (0.8),79,"21,579",1.27\%
539,1160,1,"Taylor County, FL",3.647 (0.407),1.276 (0.029),478 (2.2),372,"21,623",0.81\%
540,1075,1,"Llano County, TX",3.777 (0.083),1.235 (0.028),204 (0.9),86,"21,646",1.16\%
541,1119,1,"Tyler County, TX",3.777 (0.083),1.235 (0.028),204 (0.9),115,"21,696",0.87\%
542,784,1,"Beckham County, OK",2.922 (0.079),1.090 (0.027),132 (0.6),45,"21,709",2.22\%
543,515,1,"Logan County, AR",3.130 (0.340),1.030 (0.207),154 (0.7),158,"21,737",0.63\%
544,721,1,"Shelby County, IL",3.133 (0.391),1.060 (0.041),126 (0.6),60,"21,741",1.67\%
545,905,1,"Henry County, MO",3.517 (0.096),1.213 (0.041),455 (2.1),69,"21,792",4.35\%
546,376,1,"Putnam County, GA",3.128 (0.064),1.014 (0.014),"2,431 (11.2)",381,"21,809",4.46\%
547,714,1,"Jersey County, IL",3.133 (0.391),1.060 (0.041),126 (0.6),69,"21,847",1.45\%
548,1039,1,"Gray County, TX",3.777 (0.083),1.235 (0.028),409 (1.9),183,"21,895",1.09\%
549,878,1,"Nobles County, MN",1.012 (0.032),1.172 (0.034),863 (3.9),"1,745","21,924",0.34\%
550,448,1,"Wyandot County, OH",3.557 (0.092),1.017 (0.031),609 (2.8),119,"21,935",4.20\%
551,472,1,"Pointe Coupee Parish, LA",3.373 (0.067),1.018 (0.130),"4,401 (20.1)",726,"21,940",4.41\%
552,688,1,"Tippah County, MS",3.376 (0.067),1.058 (0.020),"1,922 (8.7)",304,"21,995",3.95\%
553,977,1,"Overton County, TN",3.637 (0.079),1.226 (0.025),182 (0.8),134,"22,068",0.75\%
554,783,1,"Adair County, OK",2.922 (0.079),1.090 (0.027),660 (3.0),303,"22,082",1.65\%
555,83,1,"Washington County, IA",1.193 (0.333),0.914 (0.032),527 (2.4),287,"22,141",3.48\%
556,364,1,"Mitchell County, GA",3.128 (0.064),1.014 (0.014),"5,864 (26.4)",619,"22,192",6.62\%
557,450,1,"Assumption Parish, LA",3.373 (0.067),1.018 (0.130),"2,613 (11.7)",552,"22,300",3.44\%
558,480,1,"Union Parish, LA",3.373 (0.067),1.018 (0.130),"4,539 (20.3)",619,"22,330",5.33\%
559,617,1,"New Kent County, VA",0.929 (0.040),1.044 (0.028),122 (0.5),117,"22,391",0.85\%
560,847,1,"Fairfield County, SC",1.243 (0.034),1.159 (0.024),"4,018 (17.9)",536,"22,402",4.29\%
561,304,1,"Burke County, GA",3.128 (0.064),1.014 (0.014),"1,001 (4.5)",408,"22,423",1.72\%
562,463,1,"Grant Parish, LA",3.373 (0.067),1.018 (0.130),"1,237 (5.5)",280,"22,482",3.21\%
563,317,1,"Crisp County, GA",3.128 (0.064),1.014 (0.014),"2,002 (8.9)",363,"22,601",3.86\%
564,326,1,"Emanuel County, GA",3.128 (0.064),1.014 (0.014),"1,001 (4.4)",426,"22,612",1.64\%
565,650,1,"Coahoma County, MS",3.376 (0.067),1.058 (0.020),"1,602 (7.1)",659,"22,628",1.52\%
566,729,1,"Anderson County, KY",3.302 (0.115),1.076 (0.034),139 (0.6),75,"22,663",1.33\%
567,571,1,"Martin County, NC",3.679 (0.104),1.032 (0.056),724 (3.2),239,"22,671",2.51\%
568,546,1,"Caswell County, NC",3.679 (0.104),1.032 (0.056),241 (1.1),184,"22,698",1.09\%
569,258,1,"Randolph County, AL",3.438 (0.069),0.979 (0.238),"1,609 (7.1)",388,"22,725",2.58\%
570,168,1,"Franklin County, IN",3.361 (0.085),0.954 (0.022),"1,167 (5.1)",205,"22,736",4.88\%
571,667,1,"Leake County, MS",3.376 (0.067),1.058 (0.020),"4,005 (17.6)",767,"22,763",3.26\%
572,995,1,"Bandera County, TX",3.777 (0.083),1.235 (0.028),614 (2.7),83,"22,824",3.61\%
573,925,1,"Saline County, MO",3.517 (0.096),1.213 (0.041),"1,061 (4.6)",410,"22,895",1.71\%
574,201,1,"Starke County, IN",3.361 (0.085),0.954 (0.022),817 (3.6),164,"22,935",4.27\%
575,626,1,"Prince Edward County, VA",0.929 (0.040),1.044 (0.028),"1,225 (5.3)",351,"22,950",2.85\%
576,1050,1,"Hockley County, TX",3.777 (0.083),1.235 (0.028),819 (3.6),181,"22,980",2.21\%
577,330,1,"Franklin County, GA",3.128 (0.064),1.014 (0.014),572 (2.5),365,"23,023",1.10\%
578,913,1,"McDonald County, MO",3.517 (0.096),1.213 (0.041),"1,061 (4.6)",926,"23,078",0.76\%
579,873,1,"Meeker County, MN",1.012 (0.032),1.172 (0.034),287 (1.2),83,"23,141",2.41\%
580,1094,1,"Panola County, TX",3.777 (0.083),1.235 (0.028),"3,480 (15.0)",269,"23,148",6.32\%
581,1053,1,"Houston County, TX",3.777 (0.083),1.235 (0.028),"1,228 (5.3)",248,"23,169",2.42\%
582,604,1,"Goochland County, VA",0.929 (0.040),1.044 (0.028),858 (3.7),151,"23,244",4.64\%
583,660,1,"Itawamba County, MS",3.376 (0.067),1.058 (0.020),"1,602 (6.8)",307,"23,517",3.26\%
584,1073,1,"Limestone County, TX",3.777 (0.083),1.235 (0.028),614 (2.6),199,"23,519",1.51\%
585,498,1,"Columbia County, AR",3.130 (0.340),1.030 (0.207),927 (3.9),193,"23,537",3.11\%
586,612,1,"Lee County, VA",0.929 (0.040),1.044 (0.028),122 (0.5),95,"23,541",1.05\%
587,521,1,"Ouachita County, AR",3.130 (0.340),1.030 (0.207),154 (0.7),77,"23,606",1.30\%
588,561,1,"Hertford County, NC",3.679 (0.104),1.032 (0.056),"1,328 (5.6)",283,"23,659",3.89\%
589,263,1,"Winston County, AL",3.438 (0.069),0.979 (0.238),"1,770 (7.5)",428,"23,660",2.57\%
590,131,1,"Dawson County, NE",0.970 (0.028),0.939 (0.027),"1,164 (4.9)",949,"23,709",0.95\%
591,991,1,"Aransas County, TX",3.777 (0.083),1.235 (0.028),"2,457 (10.3)",153,"23,792",7.84\%
592,827,1,"Cassia County, ID",1.387 (0.401),1.116 (0.039),156 (0.7),472,"23,864",0.21\%
593,198,1,"Scott County, IN",3.361 (0.085),0.954 (0.022),"1,167 (4.9)",247,"23,878",4.05\%
594,720,1,"Saline County, IL",3.133 (0.391),1.060 (0.041),126 (0.5),111,"23,906",0.90\%
595,622,1,"Page County, VA",0.929 (0.040),1.044 (0.028),"2,942 (12.3)",332,"23,933",7.23\%
596,524,1,"Poinsett County, AR",3.130 (0.340),1.030 (0.207),463 (1.9),159,"23,974",1.89\%
597,395,1,"Union County, GA",3.128 (0.064),1.014 (0.014),858 (3.6),218,"24,001",2.75\%
598,831,1,"Jerome County, ID",1.387 (0.401),1.116 (0.039),938 (3.9),420,"24,015",1.43\%
599,475,1,"Sabine Parish, LA",3.373 (0.067),1.018 (0.130),"1,237 (5.2)",534,"24,032",1.69\%
600,773,1,"Ohio County, KY",3.302 (0.115),1.076 (0.034),838 (3.5),340,"24,087",1.76\%
601,211,1,"White County, IN",3.361 (0.085),0.954 (0.022),"1,167 (4.8)",345,"24,133",2.90\%
602,305,1,"Butts County, GA",3.128 (0.064),1.014 (0.014),"5,292 (21.9)",465,"24,193",7.96\%
603,653,1,"George County, MS",3.376 (0.067),1.058 (0.020),801 (3.3),541,"24,250",0.92\%
604,971,1,"Macon County, TN",3.637 (0.079),1.226 (0.025),"2,367 (9.8)",834,"24,265",1.56\%
605,113,1,"Manistee County, MI",2.875 (0.075),0.935 (0.074),0 (0.0),34,"24,528",0.00\%
606,838,1,"Abbeville County, SC",1.243 (0.034),1.159 (0.024),"1,223 (5.0)",290,"24,541",2.41\%
607,819,1,"Seminole County, OK",2.922 (0.079),1.090 (0.027),660 (2.7),193,"24,578",2.59\%
608,761,1,"Lincoln County, KY",3.302 (0.115),1.076 (0.034),139 (0.6),99,"24,644",1.01\%
609,119,1,"Otsego County, MI",2.875 (0.075),0.935 (0.074),"1,101 (4.5)",131,"24,665",7.63\%
610,670,1,"Marion County, MS",3.376 (0.067),1.058 (0.020),"2,883 (11.7)",599,"24,715",3.01\%
611,335,1,"Grady County, GA",3.128 (0.064),1.014 (0.014),715 (2.9),407,"24,748",1.23\%
612,922,1,"Randolph County, MO",3.517 (0.096),1.213 (0.041),151 (0.6),55,"24,763",1.82\%
613,310,1,"Chattooga County, GA",3.128 (0.064),1.014 (0.014),286 (1.2),198,"24,790",1.01\%
614,195,1,"Randolph County, IN",3.361 (0.085),0.954 (0.022),466 (1.9),102,"24,851",3.92\%
615,537,1,"Anson County, NC",3.679 (0.104),1.032 (0.056),241 (1.0),302,"24,877",0.66\%
616,1162,1,"Washington County, FL",3.647 (0.407),1.276 (0.029),"2,233 (9.0)",590,"24,880",2.37\%
617,216,1,"Barbour County, AL",3.438 (0.069),0.979 (0.238),804 (3.2),562,"24,881",0.89\%
618,933,1,"Washington County, MO",3.517 (0.096),1.213 (0.041),151 (0.6),56,"24,943",1.79\%
619,41,1,"Bremer County, IA",1.193 (0.333),0.914 (0.032),369 (1.5),187,"24,947",3.74\%
620,796,1,"Jackson County, OK",2.922 (0.079),1.090 (0.027),528 (2.1),486,"24,949",0.82\%
621,496,1,"Cleburne County, AR",3.130 (0.340),1.030 (0.207),773 (3.1),181,"24,965",2.76\%
622,108,1,"Iosco County, MI",2.875 (0.075),0.935 (0.074),"1,322 (5.3)",129,"25,081",9.30\%
623,23,1,"Teller County, CO",2.912 (0.092),0.810 (0.238),315 (1.3),113,"25,083",2.65\%
624,319,1,"Dawson County, GA",3.128 (0.064),1.014 (0.014),429 (1.7),298,"25,083",1.01\%
625,75,1,"Plymouth County, IA",1.193 (0.333),0.914 (0.032),421 (1.7),443,"25,095",1.81\%
626,859,1,"Brown County, MN",1.012 (0.032),1.172 (0.034),287 (1.1),83,"25,111",2.41\%
627,748,1,"Grant County, KY",3.302 (0.115),1.076 (0.034),698 (2.8),100,"25,121",5.00\%
628,1084,1,"Milam County, TX",3.777 (0.083),1.235 (0.028),614 (2.4),306,"25,131",0.98\%
629,957,1,"Hardeman County, TN",3.637 (0.079),1.226 (0.025),"2,003 (7.9)",794,"25,220",1.39\%
630,679,1,"Prentiss County, MS",3.376 (0.067),1.058 (0.020),961 (3.8),337,"25,315",1.78\%
631,102,1,"Gladwin County, MI",2.875 (0.075),0.935 (0.074),220 (0.9),52,"25,337",3.85\%
632,100,1,"Dickinson County, MI",2.875 (0.075),0.935 (0.074),220 (0.9),45,"25,383",4.44\%
633,384,1,"Tattnall County, GA",3.128 (0.064),1.014 (0.014),143 (0.6),416,"25,391",0.24\%
634,470,1,"Morehouse Parish, LA",3.373 (0.067),1.018 (0.130),"1,513 (6.0)",441,"25,398",2.49\%
635,94,1,"Cheboygan County, MI",2.875 (0.075),0.935 (0.074),220 (0.9),38,"25,413",5.26\%
636,1112,1,"Shelby County, TX",3.777 (0.083),1.235 (0.028),"3,276 (12.9)",379,"25,418",4.22\%
637,528,1,"St. Francis County, AR",3.130 (0.340),1.030 (0.207),463 (1.8),"1,131","25,439",0.27\%
638,887,1,"Audrain County, MO",3.517 (0.096),1.213 (0.041),151 (0.6),193,"25,473",0.52\%
639,779,1,"Taylor County, KY",3.302 (0.115),1.076 (0.034),279 (1.1),101,"25,549",1.98\%
640,449,1,"Allen Parish, LA",3.373 (0.067),1.018 (0.130),"3,163 (12.4)","1,117","25,605",2.06\%
641,870,1,"Lyon County, MN",1.012 (0.032),1.172 (0.034),431 (1.7),415,"25,629",0.72\%
642,20,1,"Routt County, CO",2.912 (0.092),0.810 (0.238),631 (2.5),107,"25,733",5.61\%
643,685,1,"Sunflower County, MS",3.376 (0.067),1.058 (0.020),"3,524 (13.7)",906,"25,735",2.43\%
644,958,1,"Hardin County, TN",3.637 (0.079),1.226 (0.025),"1,274 (4.9)",398,"25,776",1.76\%
645,964,1,"Lauderdale County, TN",3.637 (0.079),1.226 (0.025),"1,092 (4.2)",421,"25,825",1.43\%
646,970,1,"McNairy County, TN",3.637 (0.079),1.226 (0.025),910 (3.5),310,"25,832",1.61\%
647,328,1,"Fannin County, GA",3.128 (0.064),1.014 (0.014),286 (1.1),281,"25,964",0.71\%
648,221,1,"Cherokee County, AL",3.438 (0.069),0.979 (0.238),"1,126 (4.3)",233,"26,032",3.00\%
649,774,1,"Perry County, KY",3.302 (0.115),1.076 (0.034),419 (1.6),187,"26,092",1.60\%
650,340,1,"Hart County, GA",3.128 (0.064),1.014 (0.014),286 (1.1),266,"26,099",0.75\%
651,874,1,"Mille Lacs County, MN",1.012 (0.032),1.172 (0.034),431 (1.7),64,"26,139",4.69\%
652,15,1,"Montezuma County, CO",2.912 (0.092),0.810 (0.238),420 (1.6),108,"26,158",3.70\%
653,127,1,"Cass County, NE",0.970 (0.028),0.939 (0.027),129 (0.5),157,"26,159",0.64\%
654,161,1,"Clay County, IN",3.361 (0.085),0.954 (0.022),583 (2.2),97,"26,170",5.15\%
655,396,1,"Upson County, GA",3.128 (0.064),1.014 (0.014),"6,580 (25.1)",484,"26,215",9.50\%
656,93,1,"Charlevoix County, MI",2.875 (0.075),0.935 (0.074),220 (0.8),42,"26,244",4.76\%
657,9,1,"Elbert County, CO",2.912 (0.092),0.810 (0.238),210 (0.8),86,"26,282",2.33\%
658,750,1,"Grayson County, KY",3.302 (0.115),1.076 (0.034),"1,537 (5.8)",179,"26,321",6.15\%
659,40,1,"Boone County, IA",1.193 (0.333),0.914 (0.032),105 (0.4),228,"26,346",0.88\%
660,854,1,"Marlboro County, SC",1.243 (0.034),1.159 (0.024),698 (2.6),436,"26,398",0.92\%
661,753,1,"Harlan County, KY",3.302 (0.115),1.076 (0.034),419 (1.6),200,"26,409",1.50\%
662,484,1,"West Baton Rouge Parish, LA",3.373 (0.067),1.018 (0.130),"4,951 (18.7)",655,"26,427",5.50\%
663,782,1,"Woodford County, KY",3.302 (0.115),1.076 (0.034),0 (0.0),129,"26,533",0.00\%
664,732,1,"Bell County, KY",3.302 (0.115),1.076 (0.034),279 (1.1),274,"26,569",0.73\%
665,320,1,"Decatur County, GA",3.128 (0.064),1.014 (0.014),"1,144 (4.3)",666,"26,575",1.20\%
666,610,1,"King George County, VA",0.929 (0.040),1.044 (0.028),490 (1.8),124,"26,575",3.23\%
667,278,1,"Juneau County, WI",1.463 (0.432),0.998 (0.030),109 (0.4),129,"26,617",0.78\%
668,116,1,"Oceana County, MI",2.875 (0.075),0.935 (0.074),661 (2.5),465,"26,625",1.29\%
669,628,1,"Russell County, VA",0.929 (0.040),1.044 (0.028),122 (0.5),62,"26,748",1.61\%
670,682,1,"Simpson County, MS",3.376 (0.067),1.058 (0.020),"4,165 (15.6)",711,"26,758",3.66\%
671,165,1,"Decatur County, IN",3.361 (0.085),0.954 (0.022),"3,735 (13.9)",313,"26,794",10.22\%
672,1036,1,"Gillespie County, TX",3.777 (0.083),1.235 (0.028),819 (3.1),171,"26,804",2.34\%
673,1122,1,"Uvalde County, TX",3.777 (0.083),1.235 (0.028),"1,433 (5.3)",482,"26,846",1.45\%
674,390,1,"Toombs County, GA",3.128 (0.064),1.014 (0.014),858 (3.2),632,"26,887",0.95\%
675,763,1,"Logan County, KY",3.302 (0.115),1.076 (0.034),"3,074 (11.4)",301,"26,989",7.31\%
676,739,1,"Carter County, KY",3.302 (0.115),1.076 (0.034),139 (0.5),95,"27,004",1.05\%
677,846,1,"Edgefield County, SC",1.243 (0.034),1.159 (0.024),"1,048 (3.9)",287,"27,052",2.09\%
678,410,1,"Carroll County, OH",3.557 (0.092),1.017 (0.031),609 (2.3),107,"27,081",4.67\%
679,422,1,"Henry County, OH",3.557 (0.092),1.017 (0.031),121 (0.5),106,"27,086",0.94\%
680,988,1,"White County, TN",3.637 (0.079),1.226 (0.025),546 (2.0),191,"27,107",1.57\%
681,538,1,"Ashe County, NC",3.679 (0.104),1.032 (0.056),120 (0.4),119,"27,109",0.84\%
682,1150,1,"Hardee County, FL",3.647 (0.407),1.276 (0.029),"1,116 (4.1)",857,"27,245",0.82\%
683,828,1,"Elmore County, ID",1.387 (0.401),1.116 (0.039),469 (1.7),200,"27,259",1.50\%
684,573,1,"Montgomery County, NC",3.679 (0.104),1.032 (0.056),"1,691 (6.2)",587,"27,271",2.39\%
685,370,1,"Peach County, GA",3.128 (0.064),1.014 (0.014),"1,716 (6.3)",326,"27,297",3.68\%
686,857,1,"Union County, SC",1.243 (0.034),1.159 (0.024),349 (1.3),334,"27,410",0.60\%
687,458,1,"De Soto Parish, LA",3.373 (0.067),1.018 (0.130),"3,301 (12.0)",655,"27,436",3.66\%
688,365,1,"Monroe County, GA",3.128 (0.064),1.014 (0.014),"3,290 (12.0)",423,"27,520",5.44\%
689,272,1,"Door County, WI",1.463 (0.432),0.998 (0.030),327 (1.2),85,"27,610",3.53\%
690,179,1,"Jennings County, IN",3.361 (0.085),0.954 (0.022),"1,400 (5.1)",207,"27,611",5.80\%
691,406,1,"Adams County, OH",3.557 (0.092),1.017 (0.031),243 (0.9),53,"27,724",3.77\%
692,1139,1,"Bradford County, FL",3.647 (0.407),1.276 (0.029),638 (2.3),337,"27,732",1.19\%
693,208,1,"Washington County, IN",3.361 (0.085),0.954 (0.022),116 (0.4),115,"27,943",0.87\%
694,942,1,"Carroll County, TN",3.637 (0.079),1.226 (0.025),546 (1.9),226,"28,020",1.33\%
695,210,1,"Wells County, IN",3.361 (0.085),0.954 (0.022),233 (0.8),131,"28,206",1.53\%
696,493,1,"Carroll County, AR",3.130 (0.340),1.030 (0.207),927 (3.3),340,"28,223",1.76\%
697,446,1,"Van Wert County, OH",3.557 (0.092),1.017 (0.031),121 (0.4),68,"28,281",1.47\%
698,680,1,"Scott County, MS",3.376 (0.067),1.058 (0.020),"2,723 (9.6)",953,"28,287",1.78\%
699,1138,1,"Baker County, FL",3.647 (0.407),1.276 (0.029),638 (2.3),386,"28,355",1.04\%
700,1040,1,"Grimes County, TX",3.777 (0.083),1.235 (0.028),"4,095 (14.4)",839,"28,360",2.38\%
701,89,1,"Alpena County, MI",2.875 (0.075),0.935 (0.074),"1,432 (5.1)",125,"28,360",10.40\%
702,547,1,"Cherokee County, NC",3.679 (0.104),1.032 (0.056),362 (1.3),236,"28,383",1.27\%
703,424,1,"Hocking County, OH",3.557 (0.092),1.017 (0.031),"1,097 (3.9)",108,"28,385",8.33\%
704,869,1,"Le Sueur County, MN",1.012 (0.032),1.172 (0.034),143 (0.5),199,"28,494",0.50\%
705,196,1,"Ripley County, IN",3.361 (0.085),0.954 (0.022),817 (2.9),188,"28,523",3.72\%
706,598,1,"Dinwiddie County, VA",0.929 (0.040),1.044 (0.028),735 (2.6),200,"28,529",3.00\%
707,972,1,"Marion County, TN",3.637 (0.079),1.226 (0.025),728 (2.5),206,"28,575",1.94\%
708,914,1,"Marion County, MO",3.517 (0.096),1.213 (0.041),151 (0.5),150,"28,592",0.67\%
709,716,1,"Montgomery County, IL",3.133 (0.391),1.060 (0.041),888 (3.1),143,"28,601",4.90\%
710,691,1,"Union County, MS",3.376 (0.067),1.058 (0.020),"2,082 (7.3)",519,"28,606",2.50\%
711,348,1,"Jones County, GA",3.128 (0.064),1.014 (0.014),429 (1.5),261,"28,616",1.15\%
712,768,1,"Meade County, KY",3.302 (0.115),1.076 (0.034),279 (1.0),85,"28,715",2.35\%
713,1109,1,"San Jacinto County, TX",3.777 (0.083),1.235 (0.028),"1,638 (5.7)",145,"28,719",5.52\%
714,637,1,"Wythe County, VA",0.929 (0.040),1.044 (0.028),367 (1.3),105,"28,754",2.86\%
715,687,1,"Tate County, MS",3.376 (0.067),1.058 (0.020),"3,684 (12.8)",645,"28,759",3.57\%
716,1093,1,"Palo Pinto County, TX",3.777 (0.083),1.235 (0.028),"1,228 (4.3)",194,"28,875",3.09\%
717,849,1,"Jasper County, SC",1.243 (0.034),1.159 (0.024),"2,271 (7.8)",505,"28,971",2.57\%
718,785,1,"Caddo County, OK",2.922 (0.079),1.090 (0.027),"1,849 (6.4)",358,"28,977",3.91\%
719,2,1,"Neshoba County, MS",1.015 (0.053),0.783 (0.033),"10,383 (35.7)","1,194","29,125",7.29\%
720,625,1,"Powhatan County, VA",0.929 (0.040),1.044 (0.028),490 (1.7),127,"29,189",3.15\%
721,929,1,"Stoddard County, MO",3.517 (0.096),1.213 (0.041),"1,365 (4.7)",210,"29,206",4.29\%
722,901,1,"Dunklin County, MO",3.517 (0.096),1.213 (0.041),606 (2.1),247,"29,423",1.62\%
723,830,1,"Jefferson County, ID",1.387 (0.401),1.116 (0.039),156 (0.5),135,"29,439",0.74\%
724,287,1,"Trempealeau County, WI",1.463 (0.432),0.998 (0.030),218 (0.7),307,"29,442",0.65\%
725,953,1,"Giles County, TN",3.637 (0.079),1.226 (0.025),"1,638 (5.6)",344,"29,503",2.62\%
726,860,1,"Cass County, MN",1.012 (0.032),1.172 (0.034),287 (1.0),58,"29,519",3.45\%
727,338,1,"Haralson County, GA",3.128 (0.064),1.014 (0.014),858 (2.9),192,"29,533",3.12\%
728,361,1,"Madison County, GA",3.128 (0.064),1.014 (0.014),572 (1.9),335,"29,650",1.19\%
729,29,1,"Sumter County, GA",3.073 (0.352),0.852 (0.027),"7,225 (24.3)",729,"29,733",7.68\%
730,251,1,"Marion County, AL",3.438 (0.069),0.979 (0.238),"3,862 (13.0)",535,"29,763",4.49\%
731,352,1,"Lee County, GA",3.128 (0.064),1.014 (0.014),"3,147 (10.6)",515,"29,764",4.27\%
732,401,1,"White County, GA",3.128 (0.064),1.014 (0.014),715 (2.4),301,"29,970",1.66\%
733,417,1,"Gallia County, OH",3.557 (0.092),1.017 (0.031),121 (0.4),57,"29,979",1.75\%
734,993,1,"Austin County, TX",3.777 (0.083),1.235 (0.028),614 (2.0),213,"29,989",1.41\%
735,1006,1,"Cass County, TX",3.777 (0.083),1.235 (0.028),"1,433 (4.8)",153,"30,119",4.58\%
736,976,1,"Obion County, TN",3.637 (0.079),1.226 (0.025),728 (2.4),427,"30,267",0.94\%
737,863,1,"Freeborn County, MN",1.012 (0.032),1.172 (0.034),143 (0.5),354,"30,444",0.28\%
738,631,1,"Smyth County, VA",0.929 (0.040),1.044 (0.028),367 (1.2),120,"30,472",2.50\%
739,615,1,"Mecklenburg County, VA",0.929 (0.040),1.044 (0.028),"3,922 (12.8)",308,"30,650",10.39\%
740,96,1,"Clare County, MI",2.875 (0.075),0.935 (0.074),330 (1.1),60,"30,757",5.00\%
741,771,1,"Muhlenberg County, KY",3.302 (0.115),1.076 (0.034),"1,397 (4.5)",611,"30,774",1.64\%
742,331,1,"Gilmer County, GA",3.128 (0.064),1.014 (0.014),429 (1.4),512,"30,816",0.59\%
743,8,1,"Delta County, CO",2.912 (0.092),0.810 (0.238),105 (0.3),109,"30,953",0.92\%
744,1066,1,"Kleberg County, TX",3.777 (0.083),1.235 (0.028),"1,023 (3.3)",346,"31,129",1.45\%
745,106,1,"Huron County, MI",2.875 (0.075),0.935 (0.074),440 (1.4),146,"31,166",2.74\%
746,812,1,"Ottawa County, OK",2.922 (0.079),1.090 (0.027),264 (0.8),345,"31,175",0.58\%
747,767,1,"Marshall County, KY",3.302 (0.115),1.076 (0.034),279 (0.9),124,"31,191",1.61\%
748,638,1,"Adams County, MS",3.376 (0.067),1.058 (0.020),"4,005 (12.8)",580,"31,192",4.31\%
749,205,1,"Wabash County, IN",3.361 (0.085),0.954 (0.022),350 (1.1),158,"31,280",1.90\%
750,758,1,"Knox County, KY",3.302 (0.115),1.076 (0.034),"1,118 (3.6)",201,"31,304",3.98\%
751,642,1,"Bolivar County, MS",3.376 (0.067),1.058 (0.020),"5,126 (16.4)",939,"31,333",3.41\%
752,238,1,"Franklin County, AL",3.438 (0.069),0.979 (0.238),"3,218 (10.3)","1,184","31,363",1.69\%
753,420,1,"Hardin County, OH",3.557 (0.092),1.017 (0.031),"1,463 (4.6)",150,"31,480",8.00\%
